,Field,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
151,ag,95,"D Messedi, N Labidi, C Grignon, ...",Limits imposed by salt to the growth of the halophyte Sesuvium portulacastrum,2004,Journal of Plant Nutrition …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/jpln.200420410,"https://scholar.google.com/scholar?cites=13004431313381303939&as_sdt=2005&sciodt=0,5&hl=en",255,2019-09-07 23:36:05,,,,,,,,,95,6.33,24,4,15
432,rest,3,"J Motamedi, R Mousavi Mirkala, A Alizadeh",Effect of vegetation patches as micro-habitats on changing the soil properties (Case study: Saline rangelands surrounding Urmia Lake),2013,International Journal of …,ijfse.com,http://www.ijfse.com/uploadedfiles/IJFSEArchive/IJFSE2013/3(3)/03.pdf,"https://scholar.google.com/scholar?cites=13637504202823399141&as_sdt=2005&sciodt=0,5&hl=en",255,2019-09-07 23:54:23,PDF,,,,,,,,3,0.5,1,3,6
98,ag,10,"CN Toderich, RI Goldshtein, WB Aparin, ...",Environmental state and an analysis of phytogenetic resources of halophytic plants for rehabilitation and livestock feeding in arid and sandy deserts of Uzbekistan,2001,Sustainable Land Use in …,Springer,https://link.springer.com/chapter/10.1007/978-3-642-59560-8_16,"https://scholar.google.com/scholar?cites=16835160618312895616&as_sdt=2005&sciodt=0,5&hl=en",256,2019-09-07 23:36:05,,,,,,,,,10,0.56,3,4,18
504,rest,2,"M Kafi, B Gul, M Salehi",Kochia (Kochia scoparia (L.) Schrad) Unwanted or Wanted Plant for Forage Production in Harsh Environments,2014,Sabkha Ecosystems,Springer,https://link.springer.com/chapter/10.1007/978-94-007-7411-7_11,"https://scholar.google.com/scholar?cites=3667419172517896190&as_sdt=2005&sciodt=0,5&hl=en",256,2019-09-07 23:54:23,,,,,,,,,2,0.4,1,3,5
68,ag,68,"MA Khan, IA Ungar, AM Showalter, ...",NaCl‐induced accumulation of glycinebetaine in four subtropical halophytes from Pakistan,1998,Physiologia …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1034/j.1399-3054.1998.1020402.x,"https://scholar.google.com/scholar?cites=8222969642094467986&as_sdt=2005&sciodt=0,5&hl=en",257,2019-09-07 23:36:05,,,,,,,,,68,3.24,17,4,21
142,rest,126,"CMR Almeida, AP Mucha…",Influence of the Sea Rush Juncus maritimus on Metal Concentration and Speciation in Estuarine Sediment Colonized by the Plant,2004,… science & technology,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/es049932j,"https://scholar.google.com/scholar?cites=994965826621916973&as_sdt=2005&sciodt=0,5&hl=en",257,2019-09-07 23:54:23,,,,,,,,,126,8.4,42,3,15
330,ag,73,"R Li, F Shi, K Fukuda","Interactive effects of salt and alkali stresses on seed germination, germination recovery, and seedling growth of a halophyte Spartina alterniflora (Poaceae)",2010,South African Journal of Botany,Elsevier,https://www.sciencedirect.com/science/article/pii/S0254629910000062,"https://scholar.google.com/scholar?cites=10195058302347086793&as_sdt=2005&sciodt=0,5&hl=en",258,2019-09-07 23:36:05,HTML,,,,,,,,73,8.11,24,3,9
547,rest,0,"M Speranza, M D'Arco, L Ferroni",ECOLOGICAL PERFORMANCES OF PLANT SPECIES OF HALOPHILOUS HYDROMORPHIC ECOSYSTEMS,2015,EQA-International Journal of …,eqa.unibo.it,https://eqa.unibo.it/article/view/6004,,258,2019-09-07 23:54:23,,,,,,,,,0,0,0,3,4
195,ag,24,"M Wrobel, T Tomaszewicz, J Chudecka",Floristic diversity and spatial distribution of roadside halophytes along forest and field roads in Szczecin lowland (West Poland),2006,Polish Journal of Ecology,infona.pl,https://www.infona.pl/resource/bwmeta1.element.baztech-article-BGPK-1469-5789,"https://scholar.google.com/scholar?cites=16592155258425139558&as_sdt=2005&sciodt=0,5&hl=en",259,2019-09-07 23:36:05,,,,,,,,,24,1.85,8,3,13
548,rest,41,"A RoyChowdhury, D Sarkar, R Datta",Remediation of acid mine drainage-impacted water,2015,Current Pollution Reports,Springer,https://link.springer.com/article/10.1007/s40726-015-0011-3,"https://scholar.google.com/scholar?cites=9894755312672645809&as_sdt=2005&sciodt=0,5&hl=en",259,2019-09-07 23:54:23,HTML,,,,,,,,41,10.25,14,3,4
196,ag,242,"S Kant, P Kant, E Raveh, S Barak","Evidence that differential gene expression between the halophyte, Thellungiella halophila, and Arabidopsis thaliana is responsible for higher levels of the compatible osmolyte proline and …",2006,"Plant, Cell & Environment",Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-3040.2006.01502.x,"https://scholar.google.com/scholar?cites=2912986074777876918&as_sdt=2005&sciodt=0,5&hl=en",260,2019-09-07 23:36:05,,,,,,,,,242,18.62,61,4,13
599,rest,0,R Lal,Tenets of Soil and Landscape Restoration,2016,Land Restoration,Elsevier,https://www.sciencedirect.com/science/article/pii/B9780128012314000021,,260,2019-09-07 23:54:23,,,,,,,,,0,0,0,1,3
623,ag,16,"W Chang, X Liu, J Zhu, W Fan, Z Zhang","An aquaporin gene from halophyte Sesuvium portulacastrum, SpAQP1, increases salt tolerance in transgenic tobacco",2016,Plant cell reports,Springer,https://link.springer.com/article/10.1007/s00299-015-1891-9,"https://scholar.google.com/scholar?cites=14759467094753987007&as_sdt=2005&sciodt=0,5&hl=en",261,2019-09-07 23:36:05,,,,,,,,,16,5.33,3,5,3
666,rest,1,M Anju,Biotechnological Strategies for Remediation of Toxic Metal (loid) s from Environment,2017,Plant Biotechnology: Recent Advancements and …,Springer,https://link.springer.com/chapter/10.1007/978-981-10-4732-9_16,"https://scholar.google.com/scholar?cites=241612331283734024&as_sdt=2005&sciodt=0,5&hl=en",261,2019-09-07 23:54:23,,,,,,,,,1,0.5,1,1,2
371,ag,37,"MN Grigore, MT Boscaiu Neagu, ...",Assessment of the relevance of osmolyte biosynthesis for salt tolerance of halophytes under natural conditions,2011,European Journal of …,riunet.upv.es,https://riunet.upv.es/handle/10251/34256,"https://scholar.google.com/scholar?cites=10156056191535841180&as_sdt=2005&sciodt=0,5&hl=en",262,2019-09-07 23:36:05,,,,,,,,,37,4.63,12,3,8
667,rest,1,"AS Qureshi, S Ismail",Prospects of Agroforestry for the Marginal Environments: Evidences from the United Arab Emirates,2017,Agroforestry,Springer,https://link.springer.com/chapter/10.1007/978-981-10-7650-3_17,"https://scholar.google.com/scholar?cites=13086483990932611821&as_sdt=2005&sciodt=0,5&hl=en",262,2019-09-07 23:54:23,,,,,,,,,1,0.5,1,2,2
25,ag,16,"EP Glenn, KJ Kent, TL Thompson, RJ Frye",Seaweeds and halophytes to remove carbon from the atmosphere,1991,,osti.gov,https://www.osti.gov/biblio/6377715,"https://scholar.google.com/scholar?cites=7405409730933381348&as_sdt=2005&sciodt=0,5&hl=en",263,2019-09-07 23:36:05,,,,,,,,,16,0.57,4,4,28
143,rest,18,"НП Енсен, ДД Карти, Р Мартин, К Руддер…",Об использовании галофитов для реабилитации земель солеуглеводородного загрязнения и производства кормов,2004,…,elibrary.ru,https://elibrary.ru/item.asp?id=18100420,"https://scholar.google.com/scholar?cites=8141120132328818104&as_sdt=2005&sciodt=0,5&hl=en",263,2019-09-07 23:54:23,,,,,,,,,18,1.2,4,5,15
217,ag,5,"XIE Xiao-ding, S Qiou-ling, LI Yang",Salt Resistance of the 9 Kinds of Representative Halophyte on the Saline-alkaline Land [J],2007,Hubei Agricultural Sciences,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-HBNY200704027.htm,"https://scholar.google.com/scholar?cites=17995728647507363411&as_sdt=2005&sciodt=0,5&hl=en",264,2019-09-07 23:36:05,,,,,,,,,5,0.42,2,3,12
600,rest,4,"G Guesdon, A de Santiago-Martín, S Raymond…","Impacts of salinity on Saint-Augustin Lake, Canada: Remediation measures at watershed scale",2016,Water,mdpi.com,https://www.mdpi.com/2073-4441/8/7/285,"https://scholar.google.com/scholar?cites=644517226128724954&as_sdt=2005&sciodt=0,5&hl=en",264,2019-09-07 23:54:23,,,,,,,,,4,1.33,1,4,3
261,ag,6,"HB He, Y Li",Study on measures of biomass allocation of two desert halophyte species under drought and salt stress,2008,Arid Zone Res,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-GHQJ200802017.htm,"https://scholar.google.com/scholar?cites=16792661062793197875&as_sdt=2005&sciodt=0,5&hl=en",265,2019-09-07 23:36:05,,,,,,,,,6,0.55,3,2,11
307,rest,15,"B Morteau, G Triffault-Bouchet, R Galvez…","Treatment of Salted Road Runoffs Using Typha latifolia, Spergularia canadensis, and Atriplex patula: A Comparison of Their Salt Removal Potential",2010,… and Remediation,astm.org,http://www.astm.org/DIGITAL_LIBRARY/STP/PAGES/STP48911S.htm,"https://scholar.google.com/scholar?cites=10042862216804156789&as_sdt=2005&sciodt=0,5&hl=en",265,2019-09-07 23:54:23,,,,,,,,,15,1.67,4,4,9
408,ag,180,"R Ksouri, WM Ksouri, I Jallali, A Debez, ...","Medicinal halophytes: potent source of health promoting biomolecules with medical, nutraceutical and food applications",2012,Critical reviews in …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.3109/07388551.2011.630647,"https://scholar.google.com/scholar?cites=13739876551621412141&as_sdt=2005&sciodt=0,5&hl=en",266,2019-09-07 23:36:05,,,,,,,,,180,25.71,36,5,7
708,rest,18,"I Hussain, G Aleti, R Naidu, M Puschenreiter…",Microbe and plant assisted-remediation of organic xenobiotics and its enhancement by genetically modified organisms and recombinant technology: a review,2018,Science of the total …,Elsevier,https://www.sciencedirect.com/science/article/pii/S004896971830425X,"https://scholar.google.com/scholar?cites=17647610226215890367&as_sdt=2005&sciodt=0,5&hl=en",266,2019-09-07 23:54:23,,,,,,,,,18,18,4,5,1
158,rest,3,"G Bann, JS Field","Dryland salinity, regolith and biodiversity: problems and opportunities for mitigation and remediation",2005,Proceedings of Regolith 2005—Ten Years of …,researchgate.net,https://www.researchgate.net/profile/John_Field7/publication/237309654_DRYLAND_SALINITY_REGOLITH_AND_BIODIVERSITY_PROBLEMS_AND_OPPORTUNITIES_FOR_MITIGATION_AND_REMEDIATION/links/5449eb7b0cf2f6388084d69f.pdf,"https://scholar.google.com/scholar?cites=13122600272255852519&as_sdt=2005&sciodt=0,5&hl=en",267,2019-09-07 23:54:23,PDF,,,,,,,,3,0.21,2,2,14
197,ag,65,"O Pedersen, H Vos, TD Colmer",Oxygen dynamics during submergence in the halophytic stem succulent Halosarcia pergranulata,2006,"Plant, Cell & Environment",Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-3040.2006.01522.x,"https://scholar.google.com/scholar?cites=14021770708063534628&as_sdt=2005&sciodt=0,5&hl=en",267,2019-09-07 23:36:05,,,,,,,,,65,5,22,3,13
57,ag,14,"A Koocheki, AR Choukr",The use of halophytes for forage production and combating desertification in Iran,1996,Halophytes and biosaline agriculture,books.google.com,https://books.google.com/books?hl=en&lr=&id=k_mW2p_KnaYC&oi=fnd&pg=PA263&dq=halophyte+agriculture&ots=q3GGd0A5Ig&sig=Q3f1pFSEKxUhuUw2bUItxKBPfoQ,"https://scholar.google.com/scholar?cites=9664775032723922716&as_sdt=2005&sciodt=0,5&hl=en",268,2019-09-07 23:36:05,,,,,,,,,14,0.61,7,2,23
123,rest,85,"ME Figueroa, JM Castillo, S Redondo…",Facilitated invasion by hybridization of Sarcocornia species in a salt‐marsh succession,2003,Journal of …,Wiley Online Library,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-2745.2003.00794.x,"https://scholar.google.com/scholar?cites=9395143436019468355&as_sdt=2005&sciodt=0,5&hl=en",268,2019-09-07 23:54:23,,,,,,,,,85,5.31,21,4,16
524,ag,5,"M Pessarakli, DE McMillan","Seashore paspalum, a high salinity stress tolerant halophytic plant species for sustainable agriculture in desert regions and combating desertification",2014,… Journal of Water Resources and Arid …,registerpsipw.org,http://registerpsipw.org/attachments/article/347/4e.pdf,"https://scholar.google.com/scholar?cites=15228689526328675127&as_sdt=2005&sciodt=0,5&hl=en",269,2019-09-07 23:36:05,PDF,,,,,,,,5,1,3,2,5
668,rest,3,AS Qureshi,Sustainable use of marginal lands to improve food security in the United Arab Emirates,2017,Journal of Experimental Biology and Agricultural …,biosaline.org,https://www.biosaline.org/sites/default/files/publicationsfile/paper-jebas-2017-uae.pdf,"https://scholar.google.com/scholar?cites=10239523501717258103&as_sdt=2005&sciodt=0,5&hl=en",269,2019-09-07 23:54:23,PDF,,,,,,,,3,1.5,3,1,2
389,rest,37,"DH Kim, SU Jo, JH Choi, JS Yang, K Baek",Hexagonal two dimensional electrokinetic systems for restoration of saline agricultural lands: a pilot study,2012,Chemical engineering journal,Elsevier,https://www.sciencedirect.com/science/article/pii/S1385894712006559,"https://scholar.google.com/scholar?cites=9236896954338684241&as_sdt=2005&sciodt=0,5&hl=en",270,2019-09-07 23:54:23,,,,,,,,,37,5.29,7,5,7
461,ag,13,"MS Rad, JS Rad, JAT da Silva, ...","Forage quality of two halophytic species, Aeluropus lagopoides and Aeluropus littoralis, in two phenological stages",2013,Int J Agron Plant …,researchgate.net,https://www.researchgate.net/profile/Majid_Sharifi-Rad/publication/262728517_Forage_quality_of_two_halophytic_species_Aeluropus_lagopoides_and_Aeluropus_littoralis_in_two_phenological_stages/links/0f3175389f3d8b8031000000/Forage-quality-of-two-halophytic-species-Aeluropus-lagopoides-and-Aeluropus-littoralis-in-two-phenological-stages.pdf,"https://scholar.google.com/scholar?cites=713752963089566194&as_sdt=2005&sciodt=0,5&hl=en",270,2019-09-07 23:36:05,PDF,,,,,,,,13,2.17,3,4,6
34,ag,11,"M Abdullah, M Akram, WA Khan, ...",Selecting halophytic shrubs for the Cholistan desert,1993,ACIAR …,ageconsearch.umn.edu,https://ageconsearch.umn.edu/record/134659/files/PR042.pdf#page=43,"https://scholar.google.com/scholar?cites=7091005727540848098&as_sdt=2005&sciodt=0,5&hl=en",271,2019-09-07 23:36:05,PDF,,,,,,,,11,0.42,3,4,26
549,rest,1,LC Hundy,Plant Growth and Soil Shear Strength in Relation to Soil Properties and Hydro-Edaphic Characteristics of Restored Louisiana Salt Marshes,2015,,search.proquest.com,http://search.proquest.com/openview/7fe1e3c3246e03cf3e5074e0a0cb7fec/1?pq-origsite=gscholar&cbl=18750&diss=y,"https://scholar.google.com/scholar?cites=7447512157682149988&as_sdt=2005&sciodt=0,5&hl=en",271,2019-09-07 23:54:23,BOOK,,,,,,,,1,0.25,1,1,4
350,rest,14,"HN Badi, A Sorooshzadeh",Evaluating potential of borage (Borago officinalis L.) in bioremediation of saline soil,2011,African Journal of Biotechnology,ajol.info,https://www.ajol.info/index.php/ajb/article/view/137935,"https://scholar.google.com/scholar?cites=1037476413689406787&as_sdt=2005&sciodt=0,5&hl=en",272,2019-09-07 23:54:23,,,,,,,,,14,1.75,7,2,8
684,ag,21,"S Navarro‐Torre, JM Barcia‐Piedras, ...",Assessing the role of endophytic bacteria in the halophyte Arthrocnemum macrostachyum salt tolerance,2017,Plant …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/plb.12521,"https://scholar.google.com/scholar?cites=5291115811226574950&as_sdt=2005&sciodt=0,5&hl=en",272,2019-09-07 23:36:05,,,,,,,,,21,10.5,7,3,2
624,ag,7,"MK Patel, A Mishra, B Jha",Untargeted metabolomics of halophytes,2016,Marine OMICS,content.taylorfrancis.com,https://content.taylorfrancis.com/books/e/download?dac=C2014-0-30925-5&isbn=9781482258219&doi=10.1201/9781315372303-31&format=pdf,"https://scholar.google.com/scholar?cites=2187803515515096402&as_sdt=2005&sciodt=0,5&hl=en",273,2019-09-07 23:36:05,,,,,,,,,7,2.33,2,3,3
669,rest,0,"R Thangavel, R Karunanithi…",12 Phytotechnologies for Mine Site Rehabilitation,2017,Spoil to Soil: Mine …,books.google.com,https://books.google.com/books?hl=en&lr=&id=JEKgDwAAQBAJ&oi=fnd&pg=PA203&dq=halophyte+restoration+remediation&ots=389JfUe9GO&sig=wmz7Bh3AawE4_sMdVCsnYnGpkLs,,273,2019-09-07 23:54:23,,,,,,,,,0,0,0,3,2
207,rest,1,"Y WANG, R YANG, D GONG…",Remediation of the Arsenic Contaminated Soil by Artificial Ecosystem [J],2007,Hunan Agricultural …,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-HNNK200703035.htm,"https://scholar.google.com/scholar?cites=6769276251459466650&as_sdt=2005&sciodt=0,5&hl=en",274,2019-09-07 23:54:23,,,,,,,,,1,0.08,0,4,12
462,ag,112,"B Gul, R Ansari, TJ Flowers, MA Khan",Germination strategies of halophyte seeds under salinity,2013,Environmental and Experimental …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0098847212002316,"https://scholar.google.com/scholar?cites=11265235952675902703&as_sdt=2005&sciodt=0,5&hl=en",274,2019-09-07 23:36:05,,,,,,,,,112,18.67,28,4,6
625,ag,14,"A Kumar, A Kumar, C Lata, S Kumar",Eco-physiological responses of Aeluropus lagopoides (grass halophyte) and Suaeda nudiflora (non-grass halophyte) under individual and interactive sodic …,2016,South African journal of botany,Elsevier,https://www.sciencedirect.com/science/article/pii/S0254629916002441,"https://scholar.google.com/scholar?cites=13139710791224340001&as_sdt=2005&sciodt=0,5&hl=en",275,2019-09-07 23:36:05,HTML,,,,,,,,14,4.67,4,4,3
709,rest,0,"C Li, R Liu, S Wang, Y Sun, S Li, H Zhang, J Gao…","Growth and sustainability of Suaeda salsa in the Lop Nur, China",2018,Journal of Arid Land,Springer,https://link.springer.com/article/10.1007/s40333-018-0002-5,,275,2019-09-07 23:54:23,,,,,,,,,0,0,0,8,1
69,ag,127,"Z Miszalski, I Ślesak, E Niewiadomska, ...",… localization and stress responses of superoxide dismutase isoforms from leaves in the C3‐CAM intermediate halophyte Mesembryanthemum crystallinum L.,1998,"Plant, Cell & …",Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-3040.1998.00266.x,"https://scholar.google.com/scholar?cites=4872787624507910178&as_sdt=2005&sciodt=0,5&hl=en",276,2019-09-07 23:36:05,,,,,,,,,127,6.05,32,4,21
159,rest,0,"KY Biel, NY Yensen","Region, Russia;* NyPa International, Tucson, Arizona, USA",2005,… : Functional Foods Can Help Reduce the …,books.google.com,https://books.google.com/books?hl=en&lr=&id=zhJ74_wDU2IC&oi=fnd&pg=PA215&dq=halophyte+restoration+remediation&ots=dFv9aoq04B&sig=Uj9AbOi5EW2x4tv1cD_pF0av3jM,,276,2019-09-07 23:54:23,,,,,,,,,0,0,0,2,14
262,ag,20,"KN Toderich, S Ismail, EA Juylova, ...","New approaches for biosaline agriculture development, management and conservation of sandy desert ecosystems",2008,Biosaline Agriculture …,Springer,https://link.springer.com/chapter/10.1007/978-3-7643-8554-5_23,"https://scholar.google.com/scholar?cites=10868374595316732593&as_sdt=2005&sciodt=0,5&hl=en",277,2019-09-07 23:36:05,,,,,,,,,20,1.82,5,4,11
601,rest,2,"P Kamiński, T Barczak, J Bennewicz, L Jerzak…",Effects of chemical elements in the trophic levels of natural salt marshes,2016,… geochemistry and health,Springer,https://link.springer.com/article/10.1007/s10653-015-9761-5,"https://scholar.google.com/scholar?cites=7084675697372036535&as_sdt=2005&sciodt=0,5&hl=en",277,2019-09-07 23:54:23,,,,,,,,,2,0.67,0,5,3
